,City,Tenure Months,Internet Service,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason,Senior Citizen_Yes,Gender_Male,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes
1602,Watsonville,1,DSL,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,1,69,4954,Lack of affordable download/upload speed,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1603,San Jose,2,Fiber optic,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,87,4493,Long distance charges,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1604,San Jose,12,DSL,No,Month-to-month,Yes,Electronic check,44.55,480.6,1,89,4162,Extra data charges,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1605,San Jose,1,DSL,No,Month-to-month,Yes,Electronic check,23.45,23.45,1,90,4517,Price too high,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1606,San Jose,1,DSL,No,Month-to-month,No,Mailed check,29.7,29.7,1,74,3383,Product dissatisfaction,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1607,San Jose,59,Fiber optic,Yes,Month-to-month,No,Electronic check,101.1,6039.9,1,87,4160,Service dissatisfaction,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1608,San Jose,3,DSL,No,Month-to-month,Yes,Mailed check,50.65,151.3,1,76,2876,Lack of self-service on Website,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1609,San Jose,1,DSL,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,1,70,2294,Network reliability,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1610,San Jose,1,Fiber optic,No,Month-to-month,Yes,Electronic check,90.6,90.6,1,93,2905,Don't know,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1611,San Jose,2,Fiber optic,No,Month-to-month,Yes,Mailed check,86.85,156.35,1,78,5204,Competitor had better devices,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1612,Stockton,29,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,82,3179,Competitor offered higher download speeds,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1613,Acampo,52,Fiber optic,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,1,90,4861,Competitor offered more data,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
1614,Angels Camp,2,DSL,No,Month-to-month,Yes,Mailed check,55.1,113.35,1,70,4235,Competitor made better offer,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1615,Sheep Ranch,13,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359,1,66,2003,Competitor had better devices,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1616,Vallecito,19,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,1,68,2851,Competitor had better devices,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1617,Woodbridge,47,Fiber optic,No,Month-to-month,Yes,Electronic check,95.05,4504.55,1,65,5214,Competitor offered higher download speeds,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1618,Columbia,5,DSL,No,Month-to-month,No,Credit card (automatic),53.85,259.8,1,74,5435,Competitor offered higher download speeds,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1619,Delhi,52,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,1,68,5648,Competitor offered higher download speeds,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1620,Denair,42,DSL,No,Month-to-month,Yes,Electronic check,50.25,2203.65,1,97,4873,Competitor offered more data,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1621,Groveland,25,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,1,90,5932,Competitor offered more data,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1622,Hughson,9,Fiber optic,No,Month-to-month,No,Electronic check,71.0,672.55,1,81,2236,Competitor offered more data,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1623,Jamestown,16,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,1,75,5497,Competitor made better offer,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1624,Lathrop,5,No,No internet service,Month-to-month,No,Mailed check,19.35,126.05,1,97,3864,Competitor made better offer,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1625,Livingston,3,No,No internet service,Month-to-month,No,Mailed check,19.85,64.55,1,93,2158,Price too high,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1626,Modesto,31,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,1,68,5000,Product dissatisfaction,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1627,Modesto,1,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,1,83,5533,Service dissatisfaction,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1628,Modesto,1,DSL,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,1,76,2632,Lack of self-service on Website,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1629,Modesto,10,Fiber optic,No,Month-to-month,Yes,Electronic check,70.1,659.65,1,92,2457,Network reliability,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1630,Oakdale,4,DSL,No,Month-to-month,Yes,Electronic check,29.65,118.5,1,71,4207,Limited range of services,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1631,Pinecrest,43,Fiber optic,No,Month-to-month,Yes,Electronic check,77.85,3365.85,1,100,5107,Lack of affordable download/upload speed,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1632,Planada,4,DSL,Yes,Month-to-month,No,Electronic check,54.3,195.3,1,87,5834,Long distance charges,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1633,Riverbank,11,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,1,71,4074,Extra data charges,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1634,Tuolumne,47,Fiber optic,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,1,97,3344,Price too high,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
1635,Vernalis,1,Fiber optic,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,85,2734,Product dissatisfaction,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1636,Santa Rosa,4,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,1,89,5668,Service dissatisfaction,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1637,Santa Rosa,17,DSL,No,Month-to-month,No,Mailed check,51.5,900.5,1,94,5659,Lack of self-service on Website,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1638,Santa Rosa,43,Fiber optic,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,1,73,3802,Network reliability,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1639,Annapolis,21,DSL,No,One year,No,Mailed check,77.5,1625,1,74,5353,Don't know,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
1640,Caspar,42,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,1,89,2075,Attitude of service provider,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1641,Clearlake,46,Fiber optic,Yes,Month-to-month,No,Electronic check,85.0,3969.4,1,71,2097,Attitude of support person,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1642,Comptche,5,Fiber optic,No,Month-to-month,Yes,Electronic check,85.75,470.95,1,71,3608,Attitude of support person,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1643,Eldridge,6,Fiber optic,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,1,83,3330,Attitude of support person,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1644,Fulton,1,DSL,No,Month-to-month,Yes,Mailed check,25.7,25.7,1,83,4095,Attitude of service provider,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1645,Graton,7,Fiber optic,No,Month-to-month,Yes,Electronic check,69.0,506.9,1,65,5672,Attitude of service provider,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1646,Hopland,2,DSL,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,1,72,4662,Attitude of service provider,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1647,Lakeport,1,Fiber optic,No,Month-to-month,Yes,Mailed check,76.4,76.4,1,89,2426,Attitude of support person,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1648,Laytonville,5,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.5,514,1,85,5180,Competitor made better offer,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1649,Lucerne,22,DSL,Yes,Month-to-month,No,Mailed check,40.05,880.2,1,75,2061,Moved,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1650,Mendocino,1,Fiber optic,No,Month-to-month,No,Electronic check,69.95,69.95,1,79,5066,Moved,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1651,Navarro,1,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,1,65,2578,Moved,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1652,Nice,3,DSL,No,Month-to-month,Yes,Electronic check,49.15,169.05,1,68,5598,Competitor had better devices,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1653,Yorkville,1,DSL,Yes,Month-to-month,No,Mailed check,35.05,35.05,1,89,3706,Competitor offered higher download speeds,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1654,The Sea Ranch,1,Fiber optic,No,Month-to-month,Yes,Electronic check,73.0,73,1,76,4116,Competitor offered more data,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1655,Bridgeville,33,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,1,79,2583,Competitor made better offer,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1656,Burnt Ranch,1,Fiber optic,No,Month-to-month,Yes,Electronic check,70.1,70.1,1,84,3706,Competitor had better devices,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1657,Garberville,2,Fiber optic,No,Month-to-month,Yes,Electronic check,70.65,142.35,1,74,2189,Competitor had better devices,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1658,Hydesville,2,No,No internet service,Month-to-month,No,Mailed check,20.35,33.2,1,65,5627,Competitor offered higher download speeds,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1659,Miranda,3,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,1,77,5236,Competitor offered higher download speeds,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1660,Petrolia,26,Fiber optic,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,1,85,5869,Competitor offered higher download speeds,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1661,Redway,67,Fiber optic,Yes,Two year,No,Credit card (automatic),116.2,7752.3,1,82,4495,Don't know,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1662,Rio Dell,71,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,1,100,4296,Competitor offered more data,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1663,Smith River,1,No,No internet service,Month-to-month,No,Mailed check,19.7,19.7,1,90,5707,Competitor offered more data,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1664,Whitethorn,5,Fiber optic,No,Month-to-month,No,Electronic check,75.55,413.65,1,79,4600,Competitor made better offer,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1665,Amador City,9,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,1,96,3847,Competitor made better offer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1666,Auburn,26,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,1,90,4232,Price too high,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1667,Clarksburg,54,Fiber optic,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,1,87,4406,Product dissatisfaction,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1668,Cool,2,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,1,66,3790,Service dissatisfaction,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1669,Diamond Springs,1,Fiber optic,No,Month-to-month,Yes,Electronic check,79.15,79.15,1,85,4243,Lack of self-service on Website,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1670,Elk Grove,30,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,1,79,2486,Network reliability,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1671,Elmira,4,Fiber optic,No,Month-to-month,Yes,Electronic check,79.0,303.15,1,69,2085,Limited range of services,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1672,Fair Oaks,17,Fiber optic,No,Month-to-month,No,Electronic check,91.85,1574.45,1,89,5643,Lack of affordable download/upload speed,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1673,Grizzly Flats,60,Fiber optic,Yes,One year,Yes,Electronic check,106.0,6441.4,1,78,5507,Long distance charges,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1674,Jackson,1,DSL,No,Month-to-month,Yes,Mailed check,49.9,49.9,1,72,3113,Extra data charges,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1675,Kirkwood,13,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,1,69,2008,Price too high,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1676,Lotus,38,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,1,82,5165,Product dissatisfaction,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1677,Mather,1,DSL,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,1,84,4478,Service dissatisfaction,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1678,Orangevale,50,Fiber optic,Yes,Month-to-month,No,Electronic check,103.7,5071.05,1,82,5897,Lack of self-service on Website,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1679,Pleasant Grove,65,Fiber optic,No,One year,No,Electronic check,89.75,5769.6,1,72,6110,Network reliability,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1680,Rescue,1,No,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,1,67,3830,Don't know,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1681,Roseville,7,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,1,74,2016,Don't know,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1682,Sloughhouse,2,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,1,93,5569,Don't know,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1683,Sutter Creek,45,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,1,97,4880,Poor expertise of online support,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1684,Walnut Grove,1,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,1,69,5996,Poor expertise of phone support,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1685,Wheatland,1,DSL,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,1,66,3704,Competitor had better devices,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1686,Wilton,13,Fiber optic,Yes,Month-to-month,No,Electronic check,84.05,1095.3,1,77,4745,Competitor offered higher download speeds,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1687,Winters,10,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,1,77,3492,Competitor offered more data,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1688,Dutch Flat,4,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,1,91,2777,Competitor made better offer,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1689,Kyburz,1,No,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,92,3663,Don't know,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1690,Rancho Cordova,41,Fiber optic,Yes,One year,Yes,Electronic check,102.6,4213.35,1,84,2098,Competitor had better devices,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1691,Elk Grove,71,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,1,81,4072,Competitor offered higher download speeds,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1692,Woodland,3,DSL,No,Month-to-month,Yes,Mailed check,55.1,154.65,1,97,4412,Competitor offered higher download speeds,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1693,Sacramento,69,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,1,81,4859,Competitor offered higher download speeds,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1694,Sacramento,32,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,1,80,3590,Competitor offered more data,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1695,Sacramento,51,Fiber optic,No,Month-to-month,Yes,Electronic check,77.5,3807.35,1,96,5748,Competitor offered more data,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1696,Sacramento,72,DSL,Yes,Two year,Yes,Electronic check,54.2,3937.45,1,66,4481,Competitor offered more data,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1697,Antelope,6,Fiber optic,No,Month-to-month,Yes,Mailed check,69.25,418.4,1,77,5816,Competitor made better offer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1698,Bangor,1,DSL,No,Month-to-month,Yes,Electronic check,50.5,50.5,1,83,2077,Competitor made better offer,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1699,Brownsville,1,Fiber optic,No,Month-to-month,Yes,Electronic check,74.4,74.4,1,89,3429,Price too high,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1700,Chico,31,DSL,Yes,One year,Yes,Mailed check,79.45,2587.7,1,67,2872,Product dissatisfaction,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1701,Dobbins,58,Fiber optic,Yes,One year,Yes,Electronic check,104.65,6219.6,1,66,5411,Service dissatisfaction,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1702,Forbestown,47,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,1,91,5166,Lack of self-service on Website,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1703,Gridley,44,Fiber optic,Yes,Month-to-month,No,Electronic check,100.55,4398.15,1,81,3486,Network reliability,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1704,Grimes,2,Fiber optic,Yes,Month-to-month,No,Electronic check,95.65,167.3,1,82,5332,Limited range of services,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1705,Orland,1,Fiber optic,Yes,Month-to-month,No,Electronic check,94.4,94.4,1,77,5764,Lack of affordable download/upload speed,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1706,Quincy,1,DSL,No,Month-to-month,Yes,Credit card (automatic),55.0,55,1,98,3809,Long distance charges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1707,Rough And Ready,1,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,1,77,4390,Extra data charges,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1708,Strawberry Valley,5,DSL,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,1,69,3889,Price too high,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1709,Taylorsville,1,Fiber optic,No,Month-to-month,Yes,Electronic check,69.5,69.5,1,91,3365,Product dissatisfaction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1710,Twain,1,No,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,1,90,4132,Service dissatisfaction,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1711,Williams,1,Fiber optic,No,Month-to-month,Yes,Electronic check,69.2,69.2,1,82,4073,Lack of self-service on Website,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1712,Redding,1,Fiber optic,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,67,5258,Network reliability,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1713,Redding,40,Fiber optic,Yes,Month-to-month,No,Electronic check,101.85,4086.3,1,84,2837,Don't know,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1714,Adin,1,Fiber optic,No,Month-to-month,Yes,Electronic check,82.3,82.3,1,71,4278,Competitor had better devices,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1715,Burney,3,Fiber optic,No,Month-to-month,No,Electronic check,79.25,267.6,1,89,4183,Competitor offered higher download speeds,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1716,Canby,13,Fiber optic,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,1,77,2659,Competitor offered more data,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1717,Cassel,58,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,1,73,5989,Don't know,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1718,Castella,42,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,1,95,5458,Competitor had better devices,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1719,Shasta Lake,1,DSL,No,Month-to-month,No,Electronic check,25.05,25.05,1,95,2119,Competitor had better devices,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1720,Dunsmuir,29,DSL,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,1,81,2796,Competitor offered higher download speeds,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1721,Etna,1,DSL,No,Month-to-month,No,Electronic check,48.95,48.95,1,65,3913,Competitor offered higher download speeds,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1722,Flournoy,1,DSL,No,Month-to-month,No,Electronic check,45.3,45.3,1,78,5774,Competitor offered higher download speeds,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1723,Fort Jones,2,Fiber optic,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,1,67,3273,Competitor offered more data,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1724,Greenview,10,Fiber optic,Yes,Month-to-month,No,Electronic check,95.2,930.4,1,69,4922,Competitor offered more data,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1725,Happy Camp,49,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,1,82,5585,Competitor offered more data,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1726,Hat Creek,6,DSL,No,Month-to-month,Yes,Mailed check,55.3,324.25,1,99,3878,Competitor made better offer,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1727,Hornbrook,2,Fiber optic,No,Month-to-month,Yes,Mailed check,74.85,156.4,1,84,5378,Competitor made better offer,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1728,Lewiston,35,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,1,80,2473,Price too high,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1729,Los Molinos,70,Fiber optic,Yes,One year,No,Credit card (automatic),115.65,7968.85,1,99,5563,Product dissatisfaction,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1730,Mcarthur,2,Fiber optic,No,Month-to-month,Yes,Electronic check,79.85,152.45,1,91,3280,Service dissatisfaction,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1731,Mill Creek,15,Fiber optic,No,Month-to-month,Yes,Mailed check,76.0,1130.85,1,74,4938,Lack of self-service on Website,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1732,Mineral,42,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,1,79,2984,Network reliability,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1733,Montague,9,DSL,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,1,90,5900,Limited range of services,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1734,Oak Run,1,DSL,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,1,71,3065,Lack of affordable download/upload speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1735,Old Station,21,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,1,69,3584,Long distance charges,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1736,Paskenta,2,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,1,77,4038,Extra data charges,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1737,Platina,1,Fiber optic,No,Month-to-month,No,Electronic check,68.65,68.65,1,99,3052,Price too high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1738,Seiad Valley,16,No,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,1,83,4327,Product dissatisfaction,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
1739,Trinity Center,14,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,1,97,3369,Service dissatisfaction,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1740,Vina,15,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,1,97,2510,Lack of self-service on Website,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1741,Sierra City,1,Fiber optic,No,Month-to-month,Yes,Electronic check,70.85,70.85,1,72,2874,Network reliability,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1742,Sierraville,2,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,1,74,2320,Don't know,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1743,Susanville,55,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,1,69,6041,Attitude of service provider,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1744,Wendel,7,DSL,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,1,84,2248,Attitude of support person,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1745,Carnelian Bay,13,Fiber optic,No,Month-to-month,No,Electronic check,94.1,1215.6,1,75,2973,Don't know,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
